,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
1632,Dirt Bike Annie,rock,album,Night of the Living Rock N' Roll Creation!,2001,02wHhERGGZvbuMbKNK3Hmy,"Dirt Bike Annie was led by Adam Rabuck (guitar, vocals) Dan Paquin (bass, vocals) and Jeanie Lee (guitar, vocals). All three of these members took lead singing on some songs, and had been with the group constantly since they joined. Rabuck started the group; Paquin and Lee joined for ""Dirt Bike Annie 2.0"" who had been together since the mid-1990s. Former Dirt Bike Annie drummers include Mike Yannich, now of The Ergs, and experimental musician Heth who during his tenure with the band was called ""Dirt Bike Deano. <a href=""https://www.last.fm/music/Dirt+Bike+Annie"">Read more on Last.fm</a>",4472.0,76648.0,The Tattle Tales,Team Stray,Zatopeks
1633,Bar Room Buddies,rock,album,This Is Truck Rock,2001,0u5eTqEAdH4hEFGoBXywlg," <a href=""https://www.last.fm/music/Bar+Room+Buddies"">Read more on Last.fm</a>",40.0,192.0,,,
1634,Sneeze,rock,album,Lost the Spirit to Rock & Roll,2001,2CY8H9ByvU0UvsNuYfkoqo,"1) Sneeze is a group from Sydney, Australia consisting primarily of Nic Dalton (who also runs the band's record label, Half A Cow), Tom Morgan from Smudge, Leticia Nischang from Bambino Koresh and drummer Simon Gibson from Half Miler. Their recordings have featured a range of guest artists including Robyn St. Clair of The Hummingbirds and Bernie Hayes. 2) Sneeze are dudes from Allston, MA playing a unique mix of grunge-influenced punk. http://facebook.com/sneezeband <a href=""https://www.last.fm/music/Sneeze"">Read more on Last.fm</a>",11511.0,117566.0,California X,I Was Afraid,Dirty Dishes
1635,Clubbstars,rock,album,Let There Be Rock,2001,5GhudqOryOWeeXw5O3rXHz," <a href=""https://www.last.fm/music/Clubbstars"">Read more on Last.fm</a>",1033.0,3699.0,Billy-E,Funky Punk,Lc Anderson & Psycho Radio
1636,Ultraje a Rigor,rock,album,O Melhor Do Rock Do Ultraje a Rigor,2001,0ekgYLewDyDE1ugh75lB49,"(São Paulo, 1983 - present) Ultraje a Rigor is a popular Brazilian rock band. Hailing from São Paulo, their songs blend a raw pop rock sound with smart, hilarious lyrics (in Portuguese) that address everything from sex, soccer and relationships to Brazil's corrupt politicians and social tensions. Current formation Roger: vocals and guitar Marcos Kleine: guitar Mingau: bass Bacalhau: drums Discography: _ Inútil/Mim Quer Tocar (1983 single) _ Eu Me Amo/Rebelde Sem Causa (1984 single) <a href=""https://www.last.fm/music/Ultraje+A+Rigor"">Read more on Last.fm</a>",140758.0,3185205.0,,,
1637,Angelzero,rock,album,Recess / Paranoia On The Rocks,2001,2VqYsUJ85TdCUOnASdEzAf," <a href=""https://www.last.fm/music/AngelZero"">Read more on Last.fm</a>",2555.0,11612.0,Rob F & Impulse,Illformants,Impulse & Submerged
1638,Limecell,rock,album,"If We Can't Rock, It's War!",2001,4PSPn5DXQdvbfvkfRTwSgE,"Punk rock band from Hostile City, USA. Now broken up. <a href=""https://www.last.fm/music/Limecell"">Read more on Last.fm</a>",1088.0,13876.0,Cocknoose,Hellstomper,The Wretched Ones
1639,Dom Demure,rock,album,Keep The Rhythm Rocking,2001,0AKXxKvxEVg37ulXpV6WFY,,,,,,
1640,To Loo Loose,rock,album,Donkey Riding - Irish Music In Rock (Live),2001,3iI3wStVc9U8fCb7V8ONYy," <a href=""https://www.last.fm/music/To+Loo+Loose"">Read more on Last.fm</a>",15.0,53.0,,,
1641,The Migraines,rock,album,Return to the Rock,2001,7aaCwEYkKD67XIwMxJYQkh," <a href=""https://www.last.fm/music/The+Migraines"">Read more on Last.fm</a>",3941.0,13453.0,Luckie Strike,Gametime,The Chubbies
1644,Gotan Project,tango,track,Last tango in Paris,2000,21t8hRnA30ENadkEAHjYWs,"Gotan Project is an electrotango group based in Paris, consisting of Frenchman Philippe Cohen Solal, Eduardo Makaroff from Argentina, and Christoph H. Müller, from Switzerland and a former member of Touch El Arab. They formed in 1999. Their first release was Vuelvo Al Sur/El Capitalismo Foráneo in 2000, followed by the album La Revancha del Tango in 2001. Their music is clearly tango, but also uses electronic elements such as samples, beats and breaks. <a href=""https://www.last.fm/music/Gotan+Project"">Read more on Last.fm</a>",750790.0,15921317.0,Bajofondo,Otros Aires,Federico Aubele
1646,Niña Pastori,tango,track,Tangos de la Tía Juana,2000,1Db2TgZ8820Lc4bfSpZv9h,"Niña Pastori is a Spanish flamenco singer (cantaora). She was born María Rosa García García in San Fernando (Cádiz) on 15 January 1978. The youngest of five siblings and only daughter of a military man (José) and gypsy flamenco singer La Pastori, she started her artistic career at a very young age. By the time she was six, she was accompanying her mother to the flamenco tablaos of her neighborhood, ""el Boquete"". A year later she won a contest in San Fernando <a href=""https://www.last.fm/music/+noredirect/Ni%C3%B1a+Pastori"">Read more on Last.fm</a>",130892.0,1024873.0,El Barrio,Ketama,Rosario
1648,El Luis,tango,track,Tangos Árabes,2000,6fmrnaJd2NGpfBqNj5SxrG," <a href=""https://www.last.fm/music/El+Luis"">Read more on Last.fm</a>",692.0,3653.0,Los Amaya,Los Calis (F),Parrita
1649,José Antonio Ramos,tango,track,Tango de la Florida,2000,5DGsrGvmNMP0Woe0dkHVAW,"José Antonio Ramos is an artist from the Canary Isles who has introduced the timple in a completely new acoustic field. His incursions in several genres (jazz, flamenco, Celtic, symphonic, etc) have caused admiration in everyone that have listen his work and his new proposals. José Antonio Ramos was born in Las Palmas de Gran Canaria (Canary Isles) in November 10th, 1969. At the age of nine he started his timple studies with Totoyo Millares. Later <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+Antonio+Ramos"">Read more on Last.fm</a>",523.0,7379.0,Benito Cabrera,Los Gofiones,Mestisay
1651,Amusic Skazz Band,tango,track,Tango Para Marcelo,2000,5OwLhPBYUXJvgmeEqbBxwo,"Group that practices Jamaican Jazz or Ska Jazz, a style created and popularized by the legendary Skatalites in the 60s in Jamaica, and which differs from classical Jazz by incorporating the setback marked by the guitar. <a href=""https://www.last.fm/music/Amusic+Skazz+Band"">Read more on Last.fm</a>",1542.0,16889.0,Skaks,Alpha Boys School,La Thorpe Brass
1655,King Putreak,tango,track,Tango del Tongao,2000,4siItqfRh1zAFSANpnFcsp," <a href=""https://www.last.fm/music/King+Putreak"">Read more on Last.fm</a>",723.0,6591.0,King Putreak & The Vientre,huevos canos,El Sombrero Del Abuelo
1656,Lole Y Manuel,tango,track,Tangos de la Pimienta,2000,3t8wNUARbCyo7SJqkD8wrl,"Dolores Montoya Rodriguez (""Lole,"" born in Sevilla, 1954) and Manuel Molina Jimenez (""Manuel,"" born in Ceuta, 1948) are a flamenco duo that started, as a project, in 1972. The couple was the first flamenco couple ever to target an audience not familiar with flamenco, and are precursors of ""nuevo flamenco"" (New Flamenco). Their first album was produced in 1975, with a title representative of Spain's social realities at the time: ""Nuevo dia"" (New Day). <a href=""https://www.last.fm/music/Lole+Y+Manuel"">Read more on Last.fm</a>",118084.0,668557.0,Enrique Morente,Camarón de la Isla,Estrella Morente
1657,Vicente Amigo,tango,track,Compare Manuel (Dedicado a Queco) - Tangos,2000,2wiP5IZgD2ICYaeCfpyBvR,"Vicente Amigo (born 1967, Guadalcanal) is a Spanish flamenco guitarist, singer and composer. He was raised in Cordoba where he studied guitar playing, most famously under Manolo Sanlúcar, a renowned flamenco guitarist with whom he worked for ten years. Amigo gained high regard in the flamenco scene at a relatively young age. He is considered by many the crown prince of the great flamenco guitarist Paco de Lucía, who is considered the father of modern flamenco guitar playing. <a href=""https://www.last.fm/music/Vicente+Amigo"">Read more on Last.fm</a>",127891.0,1133466.0,Paco de Lucía,Tomatito,Estrella Morente
1658,Familia Montoya,tango,track,Tangos de Mi Abuela,2000,2QZAaai9zMW0qAjavzwxhv," <a href=""https://www.last.fm/music/Familia+Montoya"">Read more on Last.fm</a>",94.0,533.0,El Agujetas,Fernanda de Utrera,Ramón El Portugués
1659,Mara Rey,tango,track,Tangos. Sólo Cante por Mara Rey,2000,2tlrrd2LACW3EnYeWepDoP," <a href=""https://www.last.fm/music/Mara+Rey"">Read more on Last.fm</a>",14.0,39.0,,,
1661,Luis Villegas,tango,track,Last Tango,2000,186rs21ykuTNwgb4nYPwFE,"Luis Villegas is a first-generation Mexican-American born in East Los Angeles, CA and is now an Internationally-renowned guitarist. A self-taught guitarist who plays flamenco, jazz, rock, blues and classical, he grew up listening to traditional Mexican Ranchero music. As a boy, he met the famous Mexican Ranchero singer, Vicente Fernandez, and listened to traditional Mexican ballads. It was not Mexican music, however, that attracted him to the guitar but rock and roll since the heavy metal explosion was in full swing in Los Angeles. <a href=""https://www.last.fm/music/Luis+Villegas"">Read more on Last.fm</a>",13466.0,72417.0,Saro Tribastone,NOVAMENCO,Creol
1663,Candeal,tango,track,Tango Del Borracho,2000,1xsUy44UXm3sgS8HhHANX1,"Candeal, including: Félix Pérez[/bandember], Toño Ortega, Nico, Alfonso Gato, Antonio, Mário Garrote, is a Spanish group who for 30 years has played and recompiled the traditional folk songs of their native Spain, making their own traditional and antique instruments, and giving concerts throughout Spain and internationally in venues ranging from music conservatoria to great concert halls and even television. They have recorded 20 albums and received various awards for their work. Official site www.grupocandeal.es <a href=""https://www.last.fm/music/Candeal"">Read more on Last.fm</a>",599.0,9305.0,Nuevo Mester de Juglaría,Joaquín Díaz,Nuevo Mester Juglaria
1664,Vicky Leandros,tango,track,Tango d'amour,2000,7LPxuZcGoUtJ7O5c1Bjy7G,"Vasiliki Papathanasiou (Greek: Βασιλική Παπαθανασίου, IPA: [vasiliˈci papaθanaˈsi.u]; born 23 August 1949), generally known as Vicky Leandros (Greek: Βίκυ Λέανδρος, IPA: [ˈvici ˈle.anðros]), is a Greek singer living in Germany. She is the daughter of singer, musician, and composer Leandros Papathanasiou (also known as Leo Leandros and Mario Panas as well). In 1967, she achieved worldwide fame after securing fourth <a href=""https://www.last.fm/music/Vicky+Leandros"">Read more on Last.fm</a>",81335.0,628924.0,Roy Black,Marianne Rosenberg,Katja Ebstein
1665,Dead Fish,tango,track,Tango,2000,7e37qaZzqbd2rJYk9CZrol,"There is more than one artist with this name: 1) Dead Fish is a Brazilian hardcore punk band from Vitória, Espírito Santo, Brazil. Formed in 1991, they developed their music with intense vocal, initially sung in English then switched to Portuguese, frantic guitar fretwork, bulldozer-like drumming style and bass picking. The lyrics usually range from political and social criticism to daily personal problems, among others. Their gigs are known for the energetic performances, frantic mosh-pit and stage dives. <a href=""https://www.last.fm/music/Dead+Fish"">Read more on Last.fm</a>",108071.0,11025156.0,Sugar Kane,Pense,Zander
1667,Francisco Canaro,tango,track,Tangon,2000,76ykNl4JXqmC2IFR0qm04U,"Francisco Canaro (November 26, 1888 – December 14, 1964) was an Uruguayan violinist and tango orchestra leader. Known as ""Pirincho"" Canaro, he had a career that spanned many decades, and his orchestra was one of the most recorded. Much of his recorded music is in the classic salon style of the 1940s, but he is also considered a member of the old guard, and some of his later recordings contributed to the transition to concert tango. For many contemporary dancers and listeners, his early golden age recordings are the best. <a href=""https://www.last.fm/music/Francisco+Canaro"">Read more on Last.fm</a>",43194.0,444150.0,Rodolfo Biagi,Osvaldo Fresedo,Alfredo De Angelis
1668,Juan Carlos Caceres,tango,track,Toca Tango,2000,4B7iARS1wXjKFdNoIwlEe3,"See Juan Carlos Cáceres <a href=""https://www.last.fm/music/+noredirect/Juan+Carlos+Caceres"">Read more on Last.fm</a>",2914.0,12961.0,Tango Negro Trio,Conjunto Berretín,Carlos Di Sarli
1669,Bruno Bertoli,tango,track,Tango De Amor,2000,4wZaejrFsd9ep90bS3iV8k," <a href=""https://www.last.fm/music/Bruno+Bertoli"">Read more on Last.fm</a>",3732.0,8220.0,Frankie Cimino,Umberto Scipione,Nadine e Marcus
1670,Al Caiola,tango,track,Tango Medley: Chitarra Romana (Roman Guitar) /Strada Del Bosce,2000,6zk2pxWz07WDPl2vFyeyU2,"Alexander Emil Caiola (September 7, 1920 – November 9, 2016), better known as Al Caiola, was a guitarist, composer and arranger who spanned a variety of music genres including jazz, country, rock, western, and pop. He recorded over fifty albums and worked with some of the biggest names in music during the 20th century, including Elvis Presley, Ferrante & Teicher, Frank Sinatra, Percy Faith, Buddy Holly, Mitch Miller, and Tony Bennett. During World <a href=""https://www.last.fm/music/Al+Caiola"">Read more on Last.fm</a>",53027.0,292910.0,Nelson Riddle,Billy Vaughn,Billy May
1671,Enrique Montoya,tango,track,Tangos gitanos,2000,51Bz7YideNArNENP0b4zBR," <a href=""https://www.last.fm/music/Enrique+Montoya"">Read more on Last.fm</a>",1472.0,6744.0,Juanita Reina,Pepe Blanco,Pepe Pinto
1672,Bertolt Brecht,tango,track,Tango-Ballad - The Threepenny Opera/1954 Original Broadway Cast/Remastered,2000,114uvPYLvf84W2r9tfGz1c,"Bertolt Brecht (born Eugen Berthold Friedrich Brecht; 10 February 1898–14 August 1956) was a German poet, playwright, and theatre director. His collaboration with composer Kurt Weill in particular created popular music classics such as Mack The Knife and Alabama Song. An influential theatre practitioner of the twentieth century, Brecht made equally significant contributions to dramaturgy and theatrical production, the latter particularly through <a href=""https://www.last.fm/music/Bertolt+Brecht"">Read more on Last.fm</a>",12202.0,91156.0,Lotte Lenya,Dagmar Krause,Klaus Kinski
1675,Francisco Tárrega,tango,track,Tango,2000,2B0GZptsB5AXXTnsbId5X2,"Francisco Tárrega (Francisto Tarrega y Eixea) (1852-11-21 - 1909-12-15) was a Spanish composer and guitarist. Born in Villarreal, Spain, he fell into an irrigation channel when he was young, which rendered him nearly blind. Partially due to this accident, the family moved to Castellon and enrolled him in music classes. Both his first music teachers, Eugeni Ruiz and Manuel Gonzalez, were blind. In 1862, guitarist Julián Arcas heard the young prodigy and encouraged him to journey to Barcelona, a hub for musicians. <a href=""https://www.last.fm/music/+noredirect/Francisco+T%C3%A1rrega"">Read more on Last.fm</a>",184454.0,1505445.0,Andrés Segovia,Joaquín Rodrigo,Isaac Albéniz
1676,Pepa de Ricardo,tango,track,Tangos 2,2000,7DTxIfMlycIh0oJB2A3cqH,,,,,,
1678,Orquestra Romântica Brasileira,tango,track,Madreselva,2000,0XFXoKeljgaCIg1tHXPH88," <a href=""https://www.last.fm/music/+noredirect/Orquestra+Rom%C3%A2ntica+Brasileira"">Read more on Last.fm</a>",996.0,12110.0,Kike Fernández,Miguel Nacel,Orquesta Raiz Latina
1679,Roberto Goyeneche,tango,track,Balada para un Loco,2000,4n35TddfNkMH1UnvfCgTkv,"Roberto Goyeneche (1926 - 1994) was an Argentine tango singer who epitomized the archetype of 1950s Buenos Aires' bohemian life, and became a living legend in the local music scene. It was in 1944, at the age of 18, when the talented troubadour joined Raúl Kaplún's orchestra after winning a local contest, soon, debuting live in a local radio station called Belgrano. In 1952, Goyeneche teamed up with Horacio Salgán and with Aníbal Troilo in 1956 <a href=""https://www.last.fm/music/Roberto+Goyeneche"">Read more on Last.fm</a>",58732.0,561244.0,Julio Sosa,Carlos Gardel,Cacho Castaña
1681,Djordje Balasevic,tango,track,Balkanski tango,2000,3Sz3Jx4XqKRCGKOYUeeBgT,"This is an incorrect tag for Đorđe Balašević. <a href=""https://www.last.fm/music/+noredirect/Djordje+Balasevic"">Read more on Last.fm</a>",11354.0,529325.0,Bijelo Dugme,Zabranjeno Pušenje,Crvena Jabuka
1682,Andrés Calamaro,tango,track,Barrio de tango,2000,5Ku5SbsLdv4mlhLwhPG9jW,"Andres Calamaro is one of the most popular Argentinian pop-rock songwriters. A songs craftsman, as he likes to consider himself. Born Aug 22, 1961 in Buenos Aires, Argentina, he began his professional musical career at the age of 17 playing keyboards in Raíces. In 1981 he incorporated to one of the main bands of the Argentinean '80s rock scene: Los Abuelos de la Nada. Although the band was led by the brilliant Miguel Abuelo, Calamaro composed most of the band's hits <a href=""https://www.last.fm/music/+noredirect/Andr%C3%A9s+Calamaro"">Read more on Last.fm</a>",418596.0,14862363.0,Los Rodríguez,Fito Páez,Intoxicados
